Cost ($/hour)
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
11.38
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.14
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
12.91
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.01
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
13.20
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
19.73
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.33
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.71
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
11.81
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.00
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.10
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
12.19
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
15.26
13.15
13.15
13.15
13.15
13.15
13.15
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.38
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
12.77
